id,text,n_tokens
c_0c35ece1a66d,polisi tolong di rilis berapa pengedara sepeda motor yang enggak pulang kerumah karena kecelakaan alias meninggal di seluruh indonesia agar di ketahui pengendara motor yang lain siapa tau bisa jadi pembelajaran,31
c_4db6ced45597,kecelakaan maut kembali terjadi di ruas jalan pagojengan bumiayu jawa tengah minggu ( 20/5 ) sore sebuah truk tronton menabrak kerumunan orang serta sejumlah kendaraan dan menewaskan 12 orang,29
c_1ae9e4ab170b,iyo mih lan semoga keluarga kurban kecelakaan di berikan kesabaran dan ketabahan dalam menghadapi cobaan amin,16
c_6259b24b299a,tuhan bersama mereka yang berduka & gt & gt & gt kronologi kecelakaan truk yang menewaskan 11 orang di bumiayu brebes,21
c_5531ac4a2c40,kecelakaan maut di brebes tewaskan 11 orang di lokasi polisi : kami menduga karena rem blong,16
c_e18eb13e500f,655 : terjadi kecelakaan di tol dalam kota km09-300 arah slipi sedang penanganan ada korban jiwa ( brigadir harlen ),20
c_b4ccbcd07f5b,430 : rt : kecelakaan mobil pick up mitsubishi l 300 b 9124 uai di ruas tol dalam kota ( kuningan ) arah cawang sudah dalam penanganan petugas,28
c_d58d5ccb0857,550 : : kecelakaan di cikarang timur km 40 arah cawang kendaraan truk box terbalik miring di lajur kiri dalam penanganan petugas,22
c_16c025970bc2,0:05:51 wib karawang barat km 42 - cikarang timur km 40 padat dampak ada penanganan kecelakaan di lajur kiri,19
c_20fa6e442f10,0:06:04 wib karawang barat km 44 - cikarang timur km 40 padat dampak ada penanganan kecelakaan di lajur kiri,19
c_a8c20e28b6c2,ada penanganan kecelakaan di kamu 97+250,6
c_de9cf0aa10dc,0:06:35 wib karawang barat km 47 - km 40 arah jakarta padat ada penanganan kecelakaan di lajur kiri,18
c_6c5b87966866,now ! dirlantas polda jawa tengah kombes pol dari bakharudin muhammad syah sh sik : hasil olah tkp kecelakaan maut di ruas jalan diponegoro kecamatan bumiayu kabupaten brebes,28
c_20f0c8431b35,649 : rt : kecelakaan kendaraan truk colt diesel tangki di km 14 ( cibubur arah bogor ) dalam penanganan petugas di lajur kiri,24
c_cab2b01a1412,radio andika 657 update : kecelakaan di jalan raya ngantru desa ngantru kecamatan ngantru tulungagung brigadir zamroji anggota polsek ngantru tulungagung mengatakan kecelakaan yang terjadi tadi malam sekitar jam 2300,30
c_59cc7fa3eb1a,kesimpulan sementara polisi terkait kecelakaan maut di brebes,8
c_f2f968fac1bd,23 mei | telah terjadi kecelakaan di baru abian base kuta depan hotel grand zuri sebelah central parkir selalu hati-hati dalam berkendara sahabat sonora info dari via,27
c_aa37842a7e99,0:05:26 wib bekasi timur km 16 - kamu 18+500 arah cikampek padat ada penanganan kecelakaan truk di lajur 3/kanan,19
c_3e0a12534343,hasil olah tkp penyebab kecelakaan maut di brebes karena truk overload,11
c_2f3ef849e8d2,537 : : kecelakaan di cikarang km 27 arah jakarta beruntun 5 kendaraan menutup lajur 23-4/tengah-kanan dalam penanganan petugas di bahu jalan/kiri,22
c_b36f702c6737,kecelakaan tragis truk diesel vs truk ekspedisi di tegal,9
c_23bcc0daf613,0:06 wib bekasi barat - bekasi timur kamu 18+500 padat ada penanganan kecelakaan truk di lajur 3/kanan,17
c_cbd65dd9b8e9,ada kecelakaan truk di tol bekasi lalin padat 2 km,10
c_41255c6d0325,jasad 12 korban kecelakaan maut di brebes diambil pihak keluarga - inews pagi 21/05,14
c_94e510a8e8c0,kecelakaan maut di brebes tewaskan 12 orang sopir truk melarikan diri - inews malam 20/05,15
c_1ee8760a3247,kecelakaan maut truk tabrak rumah di brebes 12 orang tewas - inews malam 20/05,14
c_ecf05805f1a3,0:06:34 wib jatibening - bekasi timur kamu 18+500 padat ada penanganan kecelakaan truk di lajur kanan,16
c_44bfa3aab22d,intinya lady diana nikah sama ayah harry itu kayak dipaksa begitu terus terjadilah perselingkuhan sampai akhirnya sih lady diana meninggal dalam kecelakaan yang sepertinya di setting oleh pihak '' tertentu karena sih lady di hamil dan yang anak dalam perutnya saat itu ya milik siselingkuhannya,45
c_32ec65a3b4d2,0:03:08 wib tomang - karang tengah - tangerang - bitung lancar menjelang tomang kamu 00+800 dari arah kb jeruk padat penanganan kecelakaan di lajur 1/kiri,25
c_cf9c17208a7b,ada kecelakaan mobil puso terbalik di km 80 arah jakarta belum ada petugas a,14
c_b2a7ebfc0771,kecelakaan speedboat di perairan tarakan diduga karena nakhoda mengantuk,9
c_80acea353fec,warga pandak tewas kecelakaan di jalan pemuda,7
c_392b72407dbc,negara mmbuat kecelakaan sejarah fatal dengan dikotomitasi gila di tengah masyarakat ulama di negeri ini tidak terbatas bukan hanya 200,20
c_03a11645e8c8,0:06:22 wib dawuan km 62 arah jakarta padat ada evakuasi kecelakaan di lajur 3-4/tengah-kanan,14
c_ad72133fbf4d,626 : rt : dawuan km 62 arah jakarta padat ada evakuasi kecelakaan di lajur 3-4/tengah-kanan,16
c_40e72f2ea79f,00:29 kecelakaan toyota calya b 2221 bzk & amp pemotor b 3379 ecp di dkt halte busway jati padang jaksel & amp sudah dalam penanganan polri,26
c_d163261a7d59,kecelakaan maut di banjarsari ciamis pengendara motor tewas di tempat - harapan rakyat online,14
c_3e374a4be388,info menarik terbaru tentang ( warga malaysia dirujuk ke rs di jakarta korban kecelakaan speedboat di malinau ) -,19
c_330d221b1395,pak gubernur nuwun ngapunten aktifin malih jembatan timbang malih dan di perketat mengingat kecelakaan di bumiayu,16
c_47ad7aefd111,telah terjadi kecelakaan tunggal kemarin malam di desa plaga petang mobil menabrak pasir di pinggir jalan hingga mobil terguling info by,21
c_da50a055e3a7,0:06:32 wib cikunir - bekasi barat km 14 padat ada penanganan kecelakaan di lajur 3/kanan bekasi timur - tambun padat kepadatan vol lalu lintas,24
c_29e60118f819,0:05:26 wib cikarang barat km 32 arah jakarta padat ada penanganan kecelakaan di lajur 2/tengah,15
c_f7b26aca2c2b,0:06 wib cikarang timur km 37 - km 39 arah cikampek padat ada penanganan kecelakaan cibatu km 35 - cikarang barat km 32 padat ada penanganan kecelakaan di lajur 2/tengah,30
c_260efd77a006,radio andika 615 pak agus senkom tol jombang mojokerto mengabarkan sekitar jam 40 wib ada kecelakaan di jalan raya tol jombang mojokerto kamu 693+100 a kecelakaan melibatkan kendaraan truck brmuatan alat berat nopol b,34
c_96400840d1a3,kecelakaan di tol itu antara waru sd exit tol sidoarjo kendaraan tadi masih di kanan jalan kaca dan bagian depan remuk,21
c_025ecdc1ded2,645 : rt : kecelakaan kendaraan box terbalik di lajur 2/tengah km 32 ruas cikarang barat arah jakarta selesai penanganan petugas,21
c_edd2042af50e,dikira korban kecelakaan saat di perhatikan sepasang remaja ini melalukakan hal menjijikan berikut rekaman nya,15
c_e5665bd45ed5,mohon maaf untuk kecelakaan di luar jalan tol bukan kewenangan kami,11
c_98b30acad840,facemist selain untuk kecantikan juga dapat membantu luka kecelakaan cepat mengering caranya ? tinggal semprot rutin ke area luka sudah sedia facemist di rumah ? pamakaian simple dan khasiatnya banyak lho harga,32
c_39ca2e7ee8fb,631 : rt : hati -hati penanganan kecelakaan di lajur kanan km 62200 dari tangerang arah merak gunakan lajur kiri jaga jarak kurangi kecepatan,24
c_fe4695e0b23e,semalem lewat depan imigrasi kayak ada ribut-ribut entah kecelakaan entah maling tapi lihat orang enggak pakai baju geletak di jalan dan orang-orang pada mengambek masih kepikiran sampai sekarang itu tuh kenapa ? : (,34
c_77ae09db1403,tapi yang paling menyakiti sih lihat muka orang tua yang juga selalu menahan sedihnya tiap lihat kondisi anaknya semoga kecelakaan ini terakhir kalinya enggak ada operasi lagi ( apapun itu penyakitnya ) di masa mendatang,35
c_21a0aca7fb73,kecelakaan lalu lintas di joalampe menewaskan 2 orang pengendara -,10
c_fb603d38e7be,kecelakaan sepeda motor di madiun tiga orang tewas -,9
c_f434aeb2e25c,radio andika 547 kegiatan patroli dilaksanakan di wilayah polres blitar antisipasi gangguan kamtibmas dan kecelakaan sasaran di jalur protokol jalan panjang hutan jati tempat ibadah perbankan obyek vital info dari,30
c_518ae9d0cd65,terjadi kecelakaan bus di toll balaraja merak km 44 sudah ada petugas,12
c_8f1ab0264b2e,kecelakaan di jalan tol kamu 44+100 ke arah merak,9
c_25318cbaea43,646 : rt : terjadi kecelakaan bus di tol balaraja arah merak km 44 sudah ada petugas,17
c_66926e5a987e,petugas senkom astra infra tollroad rahmat amin : kecelakaan melibatkan 3 kendaraan di lajur 1 km 44 arah merak tidak ada korban sedang dalam penanganan petugas lalin masih terpantau lancar,30
c_41e61984b6f0,652 : rt : kecelakaan di jalan tol km 44100 ke arah merak,13
c_af55ad08b8c2,km 44 arah merak terjadi kecelakaan melibatkan 3 kendaraan di lajur cepat kiritidak ada korban jiwahati2 bila melintasijaga jarak aman berkendara,21
c_9fd9e52e4bd2,kecelakaan lalulintas di cikupa 1 rider luka berat lewat @,10
c_96de9ecc86d6,556 : rt : kecelakaan truk menabrak pembatas di depan kampus ibn jalan di panjaitan jakarta timur & amp masih penanganan polri,22
c_4dad4f76259a,parah admin orang kecelakaan malah di mampus2in,7
c_631a21bbf3e2,hih orang kecelakaan di- '' mampus '' -in,8
c_3b296121c008,29 mei | terjadi kecelakaan di jalan bypass ngurah rai tohpati dentim supir truk diduga mengantuk dan menyasar pepohonan pinggir jalan saat ini korban mendapatkan penanganan dari bpbd dan sedang dalam perjalanan ke rumah sakit info dari,37
c_f0cdb656739c,536 : : setelah begitu cikarang utama 2/3 - cibitung kamu 23+600 padat ada kecelakaan 4 kendaraan di lajur 2-3-4/tengah-kanan gunakan lajur kiri keluar cikarang barat atau keluar cibitung masuk kembali tambun lewat jalan kalimalang,35
c_fddc92d4baa3,ada penanganan kecelakaan di cibitung kamu 23+600 lajur 2-3-4/tengah-kanan,9
c_f06d6890b254,wiedcommute lewatmana ada penanganan kecelakaan di cibitung kamu 23+600 lajur 2-3-4/tengah-kanan,11
c_2e33f185e085,0:05:45 wib cikarang barat km 31 - cibitung kamu 23+600 padat ada penanganan kecelakaan terlibat 4 kendaraan di lajur 2-3-4/tengah-kanan gunakan lajur kiri atau keluar cikarang barat atau keluar cibitung masuk kembali tambun lewat jalan kalimala,36
c_6c91a2aee4cf,teguhgartiwa ada penanganan kecelakaan di cibitung kamu 23+600 lajur 2-3-4/tengah-kanan,10
c_22ed3b9af171,kepadatan dampak selesai penanganan kecelakaan di kamu 23+600,8
c_086b85c085dc,asetiaones radioelshinta tmcpoldametro kepadatan dampak selesai penanganan kecelakaan di kamu 23+600,11
c_51de4ce06edf,625 : rt kecelakaan di cibitung kamu 23+600 arah cawang terlibat 4 kendaraan di lajur 2-3-4/tengah-kanan selesai penanganan lalin padat dari cikarang barat km 33,25
c_c8a6022b9d58,640 : kecelakaan di tol japek kamu 22/600 cikampek arah jakarta pagi tadi saat ini sudah selesai penanganan petugas di tkp kendaraan sudah bersih kepadatan hanya imbasnya saja,28
c_c2aa9bbbe5fd,3 mobil kecelakaan di tol cikampek arah jakarta - detikcom ( siaran pers ),14
c_c6a5b118aa81,dikabarkan terjadi kecelakaan di jalur 33 by pas mojoagung jombang antara pick up dan harapan ojo terlalu berharap bahaya iso tabrak'an,21
c_f0832620b59f,0:04 wib kuningan - semanggi km 7 padat ada penanganan kecelakaan di lajur 1-2/kiri cengkareng - pluit - tomang - cawang lancar,22
c_20764a417418,03:50 kecelakaan truk & amp kopaja di km 7200 tol semangggi ( arah ke pluit ) & amp masih penanganan polri,21
c_514437c12d1a,lanjutkan sehingga tertib dan tidak menumbulkan kecelakaan khususnya di daerah bumiayu jawa tengah,13
c_69cae2cca84b,0:04:21 wib kuningan km 5 - semanggi km 7 padat ada penanganan kecelakaan di lajur 1/kiri dan bahu jalan cengkareng - pluit - tomang - cawang lancar,27
c_1310baff81e3,0:05:06 wib kuningan - semanggi km 7 padat ada penanganan kecelakaan di bahu jalan cengkareng - pluit - tomang - cawang lancar,22
c_983ba856416e,610 kecelakaan truk terbalik di km 29 tol sedyatmo arah bandara soetta sedang dalam penanganan petugas,16
c_56248b4fdc63,info ada korban kecelakaan di jalan hari muhammad kondisi korban tergeletak di pinggir trotoar apakah dinas terkait sudah turun ke lokasi ? mohon bantuannya jika belum,26
c_8ec9bef5b50f,: kecelakaan di atas jembatan tol balaraja jalan raya serang km 25,12
c_4db24f8e42f1,140 : kecelakaan taksi express menabrak separator busway di jalan panjang kedoya dekat green ville jakbar ( p edmund ),20
c_109174a53ec2,terjadi kecelakaan pada pkul 03:00 wib di depan pos polisi karang delanggu truk dengan truk tronton keadaan sopir masih terjepit,20
c_9870a97d3fdc,awal kisah horor di rel yang menghubungkan kota bogor dengan sukabumi ini pernah terjadi sebuah kecelakaan pada tahun 2000 yang menewaskan 12 orangsebagian besar adalah siswa pramuka yang akan berkemah di sukabumi,32
c_4ec3f75847fd,habis lihat kecelakaan anak kecil naik motor bonceng 3 di perempatan tabrakan sama truk duh dek dek di jalan itu kita wajib hati-hati bonusnya kalo hati-hati kan buat diri dan buat orang lain miris banget,35
c_2b959f2da002,guna mengantisipasi kecelakaan lalu lintas selama masa mudik dan arus balik lebaran di jalur darat satuan lalu lintas ( satlantas ) polres bontang pasang sekitar 35,26
c_f01338d5ed8f,nongkrong di coklat juang tiba tiba disapa cewek aku enggak kenal tapi dia nyapa ternyata dia orang margorejo yang pernah kecelakaan di jekulo waktu ujan deres terus aku anter pulang sama suplek orang item memang gampang diinget wajahnya haha,39
c_d6959b57a127,video : ngeri ! kecelakaan pirro di motogp italia lewat,10
c_73ba411e8a4e,retweeted tmc polda metro jaya ( ) : menemukan kebakaran tawuran kecelakaan bencana alam ormas anarkis kdrt sotr tidak tertib dan balap liar di wilayah dki jakarta hubungan telp : 112,31
c_5fe5901267c1,radio andika 541 mas anas wahyudi perjalanan dari purwoasri kediri menuju pasuruhan terjadi kecelakaan di jalan raya beji pasuruhan sekitar jam 430 kendaraan yang terlibat suzuki carry pick up nopol si 9903 wc dengan,34
c_92224ce09437,bmw : belum ada kasus kecelakaan karena recall di indonesia,10
c_a1daa148518c,sebanyak lima kendaraan bermotor terlibat kecelakaan lalu lintas ( laka lantas ) karambol di jalan pati - juwana turut desa purworejo meski tidak memakan korban jiwa tetapi diperkirakan kerugian,29
c_f899148cc063,ingat kecelakaan pas sotr 2011 di pejaten honda jazz yang penumpangnya masih sama meninggal paginya gue pukul gajauh dari situ,20
c_6756d3231214,522 : kecelakaan truk colt diesel di lajur 2 km 42100 ke arah cikampek ( p yanto ),18
c_007a761ac631,0:05:26 wib karawang barat km 41 - km 42 arah cikampek padat penanganan kecelakaan di lajur 2/tengah,17
c_eb078a21449e,shoot on paramedic is highly prohibited during war ini yang menembak benar-benar sudah keterlaluan terlebih bukan karena kecelakaan karena sengaja tepat di dadanya mau duruk tentara israel mau doain segera diazab dan dapat seburuk-buruk tempat kembali di neraka,38
c_e587fc195dcd,bila a pergi ke kota kali yang jaraknya 50 km dengan kecepatan 40 km/jam kapan akan bertemu b yang melaju dengan kecepatan 30 km/jam ? jawab : kalau sama-sama sampai dan enggak kecelakaan di jalan,35
c_4d04e9b7a8ea,kecelakaan maut di kecamatan bumiayu brebes jawa tengah pada minggu sore kemarin ( 20/05/2018 ) : via,17
c_f449c5485ee5,innalilahi wa inna ilaihi rajiun terjadi kecelakaan pagi ini korban meninggal di tempat dan enggak ada kontak yang bisa di hubungi -- di jalan poros takalar - jeneponto sulsel,29
c_64ca34831196,innalilahi wa innalilahi rojiun turut berduka cita atas meninggalnya ladiz bikers cci cbr 150 jombang kecelakaan di trowulan mojokerto kronologi aksi warga kejar sopir truk yang kabur usai tewaskan biker,30
c_6bb3662a220d,innalillahiwainnailaihi rojiun nikmatullah peeweekeers ( nikmatullah ) kecelakaan di jeneponto alfatihahsemoga di ampuni kesalahan & amp di terima amal ibadahnya serta keluarga yang di tinggalkan diberi ketabahan amin,28
c_404275be2cdc,betul dok sebab kecelakaan bisa terjadi di mana saja bisa di lapangan bola tempat kerja dan tempat umum lainnya ini penting untuk diajarkan bagi orang banyak,26
c_0d38c9886b19,3 jalur rawan kecelakaan di sumenep yang harus diwaspadai saat mudik,11
c_6c2f47f3f201,533 kecelakaan beruntun di jalan tol cililitan 2 km04200 sekitaran jatinegara jaktim sudah dalam penanganan petugas untuk korban di evakuasi ke rs islam cempaka putih,25
c_af211bc413dd,543 : rt : kecelakaan beruntun di tol cililitan 2 km 4200 sekitaran jatinegara jaktim sudah dalam penanganan petugas untuk korban dievakuasi ke rs islam cempaka putih,27
c_cf800387e167,annisa bahar beberkan kronologi kecelakaan di jalan tol,8
c_d7cae43651b1,0:06 wib cikunir - tambun km 19 padat dampak ada penanganan kecelakaan di lajur kiri,15
c_57cd49a30ef0,mobil muatan ikan kecelakaan di tol tangerang sebuah mobil pick up mengalami kecamatan,13
c_209a7eee39b8,mobil muatan ikan kecelakaan di tol tangerang,7
c_08e4d8c9a65f,dua pelajar mengalami kecelakaan di jalan disaat hendak pergi kesekolah di cigaru simpenan,13
c_9c3c42526c34,0:06:15 wib cibitung - tambun km 23 padat ada penanganan kecelakaan kendaraan elf terbalik miring di lajur 2/kiri diduga menabrak ban yang terjatuh dari kendaraan lain,26
c_b0158ca891c4,0:06:31 wib cibitung - tambun km 23 padat ada penanganan kecelakaan kira elf terbalik miring di lajur 2/kiri diduga menabrak ban yang terjatuh dari kendaraan lain bekasi timur - bekasi barat padat kepadatan volume lalin,35
c_c9561de7718e,kecelakaan mobil terbalik di kisaran menurut pengirim video mobil tersebut terlalu kencang saat tikungan jadi oleng kejadian sekitar jam 0:14 wib 7 juni 2018 korban ada dua adalah seorang pria dan putri kecil tidak luka hanya,36
c_8c73a6699a5b,0:05:48 wib karawang timur km 54 - km 56 arah cikampek padat penanganan kecelakaan yang lalu di parit,18
c_802c0b32d09b,0:05:51 wib cibubur km 15 - cipayung kamu 11+650 padat penanganan kecelakaan di bahu jalan,15
c_3b3058c790c0,0:06:16 wib cimanggis - cipayung kamu 11+650 padat penanganan kecelakaan di bahu jalan tmii - cililitan padat kepadatan keluar cililitan,20
c_aaad83107ec6,0:06:31 wib menjelang cikunir dari arah tmii padat kepadatan arah bekasi jatiwarna - bambu hapus km 35 padat ada penanganan kecelakaan di bahu jalan,24
c_181805255e2e,0:06:36 wib cimanggis - cipayung kamu 11+650 padat dampak selesai penanganan kecelakaan pas rebo - cililitan padat kepadatan di lajur keluar uki/kodam,22
